clean,hashtags,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust,freq_anger,bi_anger,freq_anticipation,bi_anticipation,freq_disgust,bi_disgust,freq_fear,bi_fear,freq_joy,bi_joy,freq_love,bi_love,freq_optimism,bi_optimism,freq_pessimism,bi_pessimism,freq_sadness,bi_sadness,freq_surprise,bi_surprise,freq_trust,bi_trust
archangelsummit sethgodin anyone brave last mins longer everyone else leadership,"['ArchangelSummit', 'leadership']",0,1,0,0,1,0,1,0,0,0,1,0.013117567733235259,0.0,0.01079136690647482,0.001054481546572935,0.01282051282051282,0.0,0.010951979780960405,0.0008821799647128017,0.01308737380032407,0.00045185259564213277,0.00960582974494866,0.0,0.014861683343143025,0.001104429991409989,0.008724428399518652,0.0,0.012746585735963581,0.0,0.007488766849725412,0.0,0.011716760061130923,0.002823086574654956
wishing happy birthday awesome dancer ruthann hope day magical bday eatcake,"['bday', 'eatcake']",0,0,0,0,1,1,0,0,0,0,0,0.010788280004903766,0.0,0.010116906474820145,0.0,0.010783608914450037,4.714090416254184e-05,0.009688289806234204,0.0,0.05247413685653746,0.0020584396023697158,0.06525339516396159,0.006425431180250252,0.04605650382577987,0.001227144434899988,0.009025270758122744,0.0,0.018209408194233688,0.0,0.006490264603095357,0.0,0.015282730514518594,0.0006273525721455458
sharpened pencil today sharpened since 1999 pencilselector,[],0,1,0,0,0,0,0,0,0,1,0,0.0087041804585019,0.0,0.008767985611510792,0.00070298769771529,0.008507069254732807,0.0,0.006318449873631002,0.0,0.011217748971706347,0.0003012350637614218,0.0076184166942696255,0.0,0.011330194231901118,0.0,0.01022864019253911,0.0,0.01229135053110774,0.0,0.009485771342985522,0.0019834710743801653,0.0056036678553234845,0.0
troyesivan eating sushi shaking,[],0,0,0,0,1,0,1,0,0,0,0,0.001225940909648155,0.0,0.002473021582733813,0.0,0.0020369039060627848,0.0,0.0037910699241786015,0.0,0.003240683036270722,0.0001506175318807109,0.0023186485591255384,0.0,0.0022071806945261918,0.00018407166523499817,0.0027075812274368234,0.0,0.002883156297420334,0.0,0.0024962556165751375,0.0,0.0010188487009679063,0.0
excited usernameregenerated wait wish could get signed copy happy joesugg,['UsernameRegenerated'],0,0,0,0,1,1,1,0,0,0,0,0.029790364104450167,0.00024240073689824016,0.03169964028776978,0.000351493848857645,0.029115744069015098,0.0002357045208127092,0.027801179443976413,0.00019603999215840032,0.04985666209647264,0.0008534993473240284,0.04537926465717125,0.0020290835306053428,0.04855797527957622,0.0009203583261749907,0.024067388688327317,0.00014956625785222854,0.03414264036418817,0.000427715996578272,0.0199700449326011,0.0,0.023433520122261846,0.0003136762860727729
something cool breezy fall days smilingfacewithhearteyes fallenleaf sheafofrice mapleleaf,[],0,0,0,0,1,1,1,0,0,0,0,0.009562339095255609,0.0,0.008992805755395683,0.0,0.00910615863886892,0.0,0.007160909856781803,0.0,0.02118908139100087,0.0004016467516818958,0.024180192116594904,0.0013527223537368955,0.015155974102413185,0.0004908577739599951,0.009025270758122744,0.0,0.011380880121396052,0.0,0.008986520219670495,0.0,0.004075394803871625,0.0
dolores thin lipped smile graced glossed lips let blues peer woman constant delight always,[],0,0,0,0,1,1,1,0,0,0,0,0.014956479097707493,0.0,0.022482014388489215,0.0,0.013898873711957825,0.0,0.008424599831508003,0.0,0.03826498815904276,0.0006526759714830806,0.044054322623385225,0.0021981738248224546,0.039140670982931135,0.0007976438826849919,0.011732851985559567,0.0,0.015022761760242791,0.0,0.00998502246630055,0.0,0.02649006622516556,0.0
onesowngrief shame world gloom day one almostthough makes sense whole part hydra part shield,[],1,0,0,0,0,0,0,0,1,0,0,0.031506681377957584,0.0007272022106947205,0.022931654676258992,0.00023432923257176333,0.030433740714114546,9.428180832508368e-05,0.026958719460825613,9.801999607920016e-05,0.045120279197307746,0.00010041168792047395,0.03842331897979464,0.0,0.04252501471453796,6.135722174499939e-05,0.025270758122743684,0.00014956625785222854,0.03717754172989378,0.000855431993156544,0.009985022466300548,0.0,0.02699949057564952,0.0
michelle nothing hating nicole game hahaha bb18,['bb18'],0,0,1,0,1,0,0,0,0,0,0,0.01140125045972784,0.0,0.006294964028776979,0.0,0.013419602204648932,0.0005185499457879602,0.005475989890480202,0.0,0.008849557522123894,0.0005522642835626067,0.004637297118251077,0.0,0.00544437904649794,0.0,0.006618531889290012,0.0,0.006980273141122915,0.0,0.0034947578632051925,0.0,0.004584819154355578,0.0
stephtikkanen true true shudder,['shudder'],0,0,0,1,0,0,0,1,0,0,0,0.003187446365085203,0.0,0.0022482014388489208,0.0,0.0035945363048166786,0.0,0.005054759898904802,0.0002940599882376005,0.0036146080019942664,0.00010041168792047395,0.001324942033786022,0.0,0.003237198351971748,0.0,0.00421179302045728,0.0004486987735566856,0.0030349013657056147,0.0,0.0014977533699450825,0.0,0.0056036678553234845,0.0006273525721455458
bruins514 gorddownie thehipdotcom would tragicallyhip help toysforasmile make hospitalized sick kids smile smilingfacewithsmilingeyes victoryhand redheart,"['TragicallyHip', 'help', 'hospitalized', 'sick', 'kids', 'smile']",0,0,0,0,1,0,1,0,0,0,0,0.02194434228270197,0.0,0.023606115107913668,0.0,0.022645578720345075,0.0,0.019376579612468407,0.0,0.036769288296148575,0.0007530876594035546,0.038092083471348126,0.00016909029421711193,0.04120070629782224,0.0009203583261749907,0.013537906137184117,0.0,0.024582701062215478,0.0,0.008986520219670495,0.0,0.022924095771777894,0.0
spookyhelder specifically cause resent considered enemy,[],1,0,1,0,0,0,0,0,0,0,0,0.004413387274733358,0.00024240073689824016,0.0022482014388489208,0.0,0.004193625688952792,0.0002357045208127092,0.0016849199663016008,0.0,0.0016203415181353608,0.0,0.001324942033786022,0.0,0.002354326074161271,0.0,0.0015042117930204573,0.0,0.0030349013657056147,0.0,0.0004992511233150275,0.0,0.0025471217524197657,0.0
sure men handle woman got crap together independent,['independent'],1,0,1,0,0,0,0,0,0,0,0,0.01912467819051122,0.0006302419159354244,0.013264388489208634,0.0,0.016654684878983944,0.0006128317541130439,0.011162594776748105,0.0,0.014458432007977065,0.0,0.011924478304074197,0.0,0.014714537963507947,0.0,0.015342960288808665,0.0008973975471133713,0.01623672230652504,0.0003666137113528046,0.009485771342985522,0.0,0.008660213958227202,0.0
msm stoking fear please remember beautiful prayerful protests dallas atlanta smile stranger make strong,['fear'],0,0,0,1,0,0,0,0,0,0,0,0.015446855461566752,4.848014737964803e-05,0.017760791366906475,0.0,0.01653486700215672,4.714090416254184e-05,0.03475147430497052,0.0012742599490296025,0.034276455191324946,5.0205843960236973e-05,0.03809208347134813,0.0,0.0429664508534432,0.00012271444348999877,0.012635379061371842,0.0,0.017602427921092564,0.0,0.008487269096355467,0.0,0.029546612328069283,0.0
crimpoop adorable cheerful daughter\nalways pouring positivity green goo me\ndare hurt see hell growls\n\n pandabot,['PandaBot'],0,0,0,0,1,1,1,0,0,0,0,0.01225940909648155,0.0,0.00966726618705036,0.0,0.012101605559549485,0.0,0.008003369839932604,0.0,0.01782375669948897,0.0006526759714830806,0.018880423981450817,0.0021981738248224546,0.018687463213655088,0.0007976438826849919,0.01022864019253911,0.0,0.013050075872534143,0.0,0.0054917623564653024,0.0,0.006622516556291391,0.0
wearyface wearyface wearyface wearyface heads melted tired sleep nightmare,['nightmare'],0,0,0,1,0,0,0,1,0,0,0,0.02317028319235013,0.0021331264847045135,0.00651978417266187,0.0,0.02420321111909897,0.0016027907415264225,0.031802864363942716,0.002450499901980004,0.005858157796335535,0.0,0.004968532626697582,0.0,0.0025014714537963507,0.0,0.02918170878459687,0.004636553993419085,0.038694992412746584,0.002688500549920566,0.006989515726410384,0.0,0.006622516556291391,0.0
heard panic disco kaching atm,[],0,1,0,1,0,0,0,1,1,0,0,0.003187446365085203,0.0,0.003372302158273381,0.00046865846514352667,0.0035945363048166786,0.0,0.014743049705139006,0.0004900999803960008,0.001869624828617724,5.0205843960236973e-05,0.0009937065253395165,0.0,0.0010300176574455562,0.0,0.005415162454873647,0.0007478312892611427,0.005159332321699545,0.00030551142612733715,0.0024962556165751375,0.00033057851239669424,0.0005094243504839531,0.0
good thing sick coughing like workout maybe abs defined time better facewithtearsofjoy grinningfacewithsweat,[],0,0,0,0,1,0,1,0,0,0,0,0.05124433002329288,0.0,0.03507194244604316,0.00011716461628588167,0.052600047927150735,4.714090416254184e-05,0.03896377422072452,0.0,0.07428642652374425,0.0012551460990059243,0.042729380589599214,0.00016909029421711193,0.06709829311359622,0.0015952877653699839,0.04482551143200963,0.0,0.05447647951441578,6.110228522546743e-05,0.028956565152271595,0.0,0.03769740193581254,0.0
false alarm matoma amp becky hill,[],1,1,1,0,0,0,0,0,0,0,0,0.016795390462179725,0.00024240073689824016,0.015512589928057556,0.0008201523140011717,0.01725377426312006,0.00028284542497525106,0.016217354675652905,9.801999607920016e-05,0.02081515642527733,5.0205843960236973e-05,0.012586949320967208,0.0,0.01795173631547969,0.0,0.009326113116726835,0.0,0.018209408194233688,0.00012220457045093486,0.013479780329505742,0.00033057851239669424,0.014263881813550688,0.0
jaimeotero saying something like concerned privacy use incognito mode,[],0,0,0,0,0,0,0,0,0,0,0,0.03187446365085203,4.848014737964803e-05,0.019784172661870502,0.0009373169302870534,0.033309369757967895,4.714090416254184e-05,0.020429654591406908,0.0,0.023557272840583326,0.00010041168792047395,0.01623053991387877,0.0,0.021483225426721604,0.0,0.022563176895306854,0.0,0.027617602427921092,6.110228522546743e-05,0.017473789316025962,0.0,0.0163015792154865,0.002509410288582183
magpies gathering around help going swooped terrorism,['terrorism'],1,0,0,1,0,0,0,1,0,0,0,0.018756895917616773,0.0002908808842778882,0.013039568345323741,0.0,0.01833213515456506,0.0,0.029486099410278015,0.001176239952950402,0.009722049108812166,0.0,0.006955945677376615,0.0,0.012360211889346672,0.0,0.01474127557160048,0.0008973975471133713,0.015326251896813354,6.110228522546743e-05,0.0054917623564653024,0.0,0.006622516556291391,0.0
great training course lots photos fun laughter photo soon boostercourse fun laughter,"['Boostercourse', 'fun', 'laughter']",0,0,0,0,1,0,1,0,0,0,0,0.005394140002451882,0.0,0.011241007194244604,0.0012888107791446982,0.0059908938413611315,0.0,0.007792754844144904,0.0,0.039137479745731014,0.0013053519429661613,0.042066909572706195,0.0021981738248224546,0.03251912889935256,0.0015952877653699839,0.003910950661853188,0.0,0.010166919575113809,0.0,0.0064902646030953574,0.0,0.01477330616403464,0.0
groom gloom,[],0,0,0,0,1,0,0,0,1,0,0,0.0003677822728944465,0.0,0.0008992805755395684,0.0,0.0004792715073088905,0.0,0.0,0.0,0.0012464165524118161,5.0205843960236973e-05,0.0003312355084465055,0.0,0.0010300176574455562,0.0,0.0012033694344163659,0.0,0.0013657056145675265,6.110228522546743e-05,0.0,0.0,0.0,0.0
fashion week year dull someone inspire wearyface,[],0,0,1,0,0,0,0,0,1,0,0,0.01716317273507417,0.0,0.012589928057553957,0.0,0.01929067816918284,0.00028284542497525106,0.012636899747262006,0.0,0.012962732145082884,0.0,0.009274594236502154,0.0,0.013831665685697467,0.0,0.01624548736462094,0.0,0.02063732928679818,0.0003666137113528046,0.006989515726410385,0.0,0.006622516556291391,0.0
day thread thing like like idk shy secretive ugh,[],1,0,1,0,0,0,0,0,1,0,0,0.05614809366188551,0.00048480147379648033,0.03214928057553956,0.0,0.05787203450754853,0.00042426813746287664,0.039595619208087615,0.0,0.05309734513274337,5.0205843960236973e-05,0.037098376946008614,0.0,0.04782224838140081,0.0,0.04843561973525872,0.00014956625785222854,0.05781487101669196,0.0006110228522546743,0.029455816275586622,0.0,0.02903718797758533,0.0
npagliaro1 awesome odds swapping neighborhoods,[],0,0,0,0,1,0,0,0,0,0,0,0.0003677822728944465,0.0,0.0006744604316546763,0.0,0.00023963575365444525,0.0,0.0,0.0,0.0031160413810295403,0.0004016467516818958,0.002649884067572044,0.0,0.0020600353148911123,0.00024542888697999754,0.0,0.0,0.00015174506828528073,0.0,0.0,0.0,0.0010188487009679063,0.0
sickness bug,[],1,0,1,0,0,0,0,0,1,0,0,0.0006129704548240775,9.696029475929607e-05,0.0,0.0,0.0005990893841361131,9.428180832508368e-05,0.0,0.0,0.0001246416552411816,0.0,0.0,0.0,0.0,0.0,0.00030084235860409147,0.0,0.00045523520485584216,6.110228522546743e-05,0.0,0.0,0.0,0.0
bbtooms perfect example paul said right one ignorant competitors ive seen bully,"['bully', 'c']",1,0,1,0,0,0,0,0,1,0,0,0.032610028196640925,0.0005817617685557764,0.020458633093525178,0.0,0.03247064462017733,0.0005656908499505021,0.016427969671440605,0.0,0.024554406082512772,0.0,0.01888042398145081,0.0,0.02177751618599176,0.0,0.021961492178098677,0.0,0.02928679817905918,0.0006721251374801417,0.017473789316025962,0.0,0.01986754966887417,0.0
new batmantelltaleseries looks good growing weary gaming style batman,"['BatmanTelltaleSeries', 'gaming', 'Batman']",0,1,0,1,1,0,0,0,0,0,0,0.012136815005516735,0.0,0.020233812949640287,0.0009373169302870534,0.011981787682722261,0.0,0.012847514743049706,0.0007841599686336015,0.030537205534089493,0.0004016467516818958,0.020205366015236835,0.0,0.031194820482636842,0.0,0.011131167268351384,0.0,0.012746585735963581,0.0,0.010484273589615577,0.0,0.020376974019358125,0.0
xaninaany serious tell,[],0,1,0,0,0,0,1,0,0,0,1,0.0066200809121000365,0.0,0.007194244604316547,0.00023432923257176333,0.007069254732806134,0.0,0.0044229149115417015,0.0,0.005234949520129628,0.0,0.001987413050679033,0.0,0.00529723366686286,0.00012271444348999877,0.0048134777376654635,0.0,0.006828528072837632,0.0,0.006989515726410385,0.0,0.0025471217524197657,0.0006273525721455458
footballmcd agreed memphis looks lively also,[],0,0,0,0,1,0,1,0,0,0,0,0.004535981365698173,0.0,0.008992805755395683,0.0,0.005271986580397795,0.0,0.0037910699241786015,0.0,0.019818023183347876,0.00025102921980118485,0.013580655846306725,0.0,0.014861683343143025,0.0003067861087249969,0.0048134777376654635,0.0,0.005311077389984825,0.0,0.010983524712930603,0.0,0.008660213958227202,0.0
emmahobbs1 days later order even postcode fuming,['fuming'],1,0,0,0,0,0,0,0,0,0,0,0.024396224101998286,0.0005332816211761284,0.005845323741007194,0.0,0.022765396597172298,0.0002357045208127092,0.008003369839932602,0.0,0.009597407453570985,0.00025102921980118485,0.0059622391520370984,0.0,0.006915832842848734,0.0,0.009927797833935019,0.0,0.01866464339908953,0.0,0.007488766849725412,0.0,0.0015282730514518594,0.0
fine mat tonight without sleep theres worry side water,[],0,1,0,0,0,0,1,0,0,0,0,0.010175309550079687,0.0,0.013039568345323741,0.0009373169302870534,0.009345794392523366,0.0,0.014532434709351307,0.0,0.014458432007977065,0.0,0.008280887711162636,0.0,0.018246027074749854,0.0004908577739599951,0.014139590854392299,0.0,0.0125948406676783,0.0,0.00399400898652022,0.0,0.013754457463066734,0.0
rooney shocking attempted cross,[],1,0,0,0,0,0,0,0,1,1,0,0.009562339095255609,0.0001454404421389441,0.002922661870503597,0.0,0.008626887131560028,0.0,0.004633529907329402,0.0,0.0013710582076529977,0.0,0.0,0.0,0.001618599175985874,0.0,0.0009025270758122744,0.0,0.005614567526555387,0.0001833068556764023,0.03245132301547679,0.0009917355371900827,0.0,0.0
laundry watching show bunch strangers birthday,"['birthday', 'to', 'me']",0,0,0,0,1,0,1,1,1,0,0,0.0036778227289444654,0.0,0.003597122302158273,0.0,0.0050323508267433505,0.00018856361665016736,0.004212299915754001,0.0,0.013087373800324067,0.00045185259564213277,0.01755548194766479,0.0,0.007945850500294291,0.0003067861087249969,0.004211793020457281,0.0007478312892611427,0.005614567526555387,0.00030551142612733715,0.00399400898652022,0.0,0.003056546102903719,0.0
incetown age joyful elevated hope,[],0,0,0,0,1,0,1,0,0,0,0,0.0025744759102611253,0.0,0.003372302158273381,0.0,0.003235082674335011,0.0,0.003369839932603201,0.0,0.009098840832606257,0.0002008233758409479,0.009274594236502154,0.0,0.010153031194820483,0.00024542888697999754,0.003309265944645006,0.0,0.0039453717754172985,0.0,0.0014977533699450825,0.0,0.004584819154355578,0.0
noorbazzi14 lowkey want chirp anna lol say atkins one favourite coaches smart caring,[],0,0,0,0,1,1,1,0,0,0,0,0.0292999877405909,0.0,0.026079136690647486,0.0,0.028876108315360655,0.0,0.019165964616680707,0.0,0.03564751339897794,0.0006024701275228437,0.02716131169261345,0.0020290835306053428,0.03016480282519129,0.0007362866609399926,0.023766546329723224,0.0,0.024430955993930196,0.0,0.013479780329505742,0.0,0.018339276617422313,0.0
tip worry pleasing everyone titanwisdom,['TitanWisdom'],0,0,0,0,0,0,1,0,0,0,0,0.00600711045727596,0.0,0.006070143884892087,0.0,0.005871075964533908,0.0,0.006529064869418703,0.0,0.009098840832606257,0.00010041168792047395,0.007949652202716132,0.0,0.014273101824602707,0.0003067861087249969,0.005716004813477737,0.0,0.005918057663125949,0.0,0.00199700449326011,0.0,0.011207335710646969,0.0003136762860727729
watched movie friend request 2am awhile ago dark cold night one bad choices ever made nightmare anxiousfacewithsweat,['nightmare'],0,0,1,1,0,0,0,1,1,0,0,0.03665563319847984,9.696029475929607e-05,0.02585431654676259,0.0,0.041696621135873475,0.0008485362749257531,0.05328559393428812,0.0015683199372672032,0.035896796709460305,0.0,0.030804902285525012,0.0,0.030017657445556206,0.0,0.04392298435619735,0.0023930601256356566,0.04946889226100152,0.0010387388488329462,0.018971542685971045,0.0,0.022414671421293938,0.0
leonwobyp ncfc grudge match,[],1,0,1,0,0,0,0,0,0,0,0,0.0035552286379796497,0.00019392058951859213,0.0008992805755395684,0.0,0.0026359932901988976,0.00018856361665016736,0.0006318449873631002,0.0,0.0014956998628941794,5.0205843960236973e-05,0.0009937065253395165,0.0,0.0017657445556209534,6.135722174499939e-05,0.0015042117930204573,0.0,0.0021244309559939304,0.0,0.0,0.0,0.0015282730514518594,0.0
comfortable dove house home years home amp grateful dove indy sober,"['dove', 'indy', 'sober']",0,0,0,0,1,0,1,0,0,0,0,0.025254382738751992,0.0,0.020908273381294962,0.0,0.026479750778816202,0.0,0.02316764953664701,0.0,0.03776642153807803,0.0005020584396023697,0.026498840675720437,0.0,0.03502060035314891,0.0006135722174499938,0.01835138387484958,0.0,0.030804248861911993,0.0,0.016974538192710935,0.0,0.02292409577177789,0.0
